"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",128,0,2600,3055,5,8947,3079,0.21,0.00,2700,4800,5600,5700,6600,7300,8100,8300,8900,8900,8900,8900
"POST","/",128,0,6500,5506,195,14396,2524,0.21,0.00,6600,8200,8900,9400,10000,12000,13000,13000,14000,14000,14000,14000
"GET","/analysis.html",12,0,2400,2540,227,4790,52059,0.02,0.00,3300,3700,3800,3800,3900,4800,4800,4800,4800,4800,4800,4800
"GET","/compare.html",23,0,1600,2291,27,6905,108023,0.04,0.00,1600,3300,4500,4600,5100,5400,6900,6900,6900,6900,6900,6900
"GET","/measure.html",43,0,2700,2452,12,5816,46273,0.07,0.00,2700,3800,4000,4100,4600,5500,5800,5800,5800,5800,5800,5800
"POST","/measureResults.html",23,0,122000,177599,24935,592947,418580,0.04,0.00,122000,182000,225000,269000,333000,371000,593000,593000,593000,593000,593000,593000
"GET","/movers.html",31,0,590,1483,47,6091,3745,0.05,0.00,590,2000,3000,3000,3900,4300,6100,6100,6100,6100,6100,6100
"POST","/moversResult.html",31,0,456000,451371,30348,546131,16027,0.05,0.00,456000,475000,525000,527000,542000,543000,546000,546000,546000,546000,546000,546000
"GET","/prediction.html",25,0,1800,2126,67,4606,40373,0.04,0.00,1800,3400,3600,3900,4300,4400,4600,4600,4600,4600,4600,4600
"None","Aggregated",444,0,3700,43831,5,592947,38436,0.74,0.00,3700,5700,7400,8700,115000,438000,525000,542000,593000,593000,593000,593000
